District,Crime_Type,Year,Total,Prev_Year_Total,YoY_Change,YoY_Pct
Firozabad,Theft,2021,213,639,-426,-66.7
Firozabad,Theft,2022,862,213,649,304.7
Firozabad,Theft,2023,1017,862,155,18.0
G. R. P.,Crimes Against STs,2016,0,0,0,
Gautambudh Nagar,Crimes Against Children,2018,153,178,-25,-14.0
Gautambudh Nagar,Crimes Against Children,2019,301,153,148,96.7
Gautambudh Nagar,Crimes Against Children,2020,144,301,-157,-52.2
Gautambudh Nagar,Crimes Against Children,2021,93,144,-51,-35.4
Gautambudh Nagar,Crimes Against Children,2022,145,93,52,55.9
Gautambudh Nagar,Crimes Against Children,2023,175,145,30,20.7
Gautambudh Nagar,Crimes Against SCs,2018,42,62,-20,-32.3
Gautambudh Nagar,Crimes Against SCs,2019,48,42,6,14.3
Gautambudh Nagar,Crimes Against SCs,2020,60,48,12,25.0
Gautambudh Nagar,Crimes Against SCs,2021,56,60,-4,-6.7
Gautambudh Nagar,Crimes Against SCs,2022,47,56,-9,-16.1
Gautambudh Nagar,Crimes Against SCs,2023,50,47,3,6.4
Gautambudh Nagar,Crimes Against STs,2016,0,25,-25,-100.0
Gautambudh Nagar,Crimes Against STs,2018,0,0,0,
Gautambudh Nagar,Crimes Against STs,2019,0,0,0,
Gautambudh Nagar,Crimes Against STs,2020,0,0,0,
Gautambudh Nagar,Crimes Against STs,2021,0,0,0,
Gautambudh Nagar,Crimes Against STs,2022,0,0,0,
Gautambudh Nagar,Crimes Against STs,2023,0,0,0,
Gautambudh Nagar,Crimes Against Women,2018,861,866,-5,-0.6
Gautambudh Nagar,Crimes Against Women,2019,960,861,99,11.5
Gautambudh Nagar,Crimes Against Women,2020,775,960,-185,-19.3
Gautambudh Nagar,Crimes Against Women,2021,882,775,107,13.8
Gautambudh Nagar,Crimes Against Women,2022,940,882,58,6.6
Gautambudh Nagar,Crimes Against Women,2023,764,940,-176,-18.7
Gautambudh Nagar,Cyber Crimes,2019,2474,536,1938,361.6
Gautambudh Nagar,Cyber Crimes,2020,1585,2474,-889,-35.9
Gautambudh Nagar,Cyber Crimes,2021,699,1585,-886,-55.9
Gautambudh Nagar,Cyber Crimes,2022,878,699,179,25.6
Gautambudh Nagar,Cyber Crimes,2023,582,878,-296,-33.7
Gautambudh Nagar,IPC Crimes,2018,10159,9876,283,2.9
Gautambudh Nagar,IPC Crimes,2019,12792,10159,2633,25.9
Gautambudh Nagar,IPC Crimes,2020,9251,12792,-3541,-27.7
Gautambudh Nagar,IPC Crimes,2021,12675,9251,3424,37.0
Gautambudh Nagar,IPC Crimes,2022,8230,12675,-4445,-35.1
Gautambudh Nagar,IPC Crimes,2023,8332,8230,102,1.2
Gautambudh Nagar,Juvenile IPC,2019,6,7,-1,-14.3
Gautambudh Nagar,Juvenile IPC,2020,5,6,-1,-16.7
Gautambudh Nagar,Juvenile IPC,2021,4,5,-1,-20.0
Gautambudh Nagar,Juvenile IPC,2022,38,4,34,850.0
Gautambudh Nagar,Juvenile IPC,2023,54,38,16,42.1
Gautambudh Nagar,Juvenile SLL,2019,0,0,0,
Gautambudh Nagar,Juvenile SLL,2020,14,0,14,inf
Gautambudh Nagar,Juvenile SLL,2021,0,14,-14,-100.0
Gautambudh Nagar,Juvenile SLL,2022,7,0,7,inf
Gautambudh Nagar,Juvenile SLL,2023,18,7,11,157.1
Gautambudh Nagar,Missing Persons,2019,0,0,0,
Gautambudh Nagar,Missing Persons,2020,0,0,0,
Gautambudh Nagar,Missing Persons,2021,1077,0,1077,inf
Gautambudh Nagar,Missing Persons,2022,755,1077,-322,-29.9
Gautambudh Nagar,Missing Persons,2023,969,755,214,28.3
Gautambudh Nagar,SLL Crimes,2018,4978,5697,-719,-12.6
Gautambudh Nagar,SLL Crimes,2019,10314,4978,5336,107.2
Gautambudh Nagar,SLL Crimes,2020,3805,10314,-6509,-63.1
Gautambudh Nagar,SLL Crimes,2021,3306,3805,-499,-13.1
Gautambudh Nagar,SLL Crimes,2022,8730,3306,5424,164.1
Gautambudh Nagar,SLL Crimes,2023,11810,8730,3080,35.3
Ghaziabad,Assault,2015,1185,781,404,51.7
Ghaziabad,Assault,2016,136,1185,-1049,-88.5
Ghaziabad,Assault,2017,321,136,185,136.0
Ghaziabad,Assault,2018,132,321,-189,-58.9
Ghaziabad,Assault,2019,1043,132,911,690.2
Ghaziabad,Assault,2020,201,1043,-842,-80.7
Ghaziabad,Assault,2021,1153,201,952,473.6
Ghaziabad,Assault,2022,1073,1153,-80,-6.9
Ghaziabad,Assault,2023,857,1073,-216,-20.1
Ghaziabad,Burglary,2015,847,1032,-185,-17.9
Ghaziabad,Burglary,2016,1040,847,193,22.8
Ghaziabad,Burglary,2017,774,1040,-266,-25.6
Ghaziabad,Burglary,2018,1186,774,412,53.2
Ghaziabad,Burglary,2019,485,1186,-701,-59.1
Ghaziabad,Burglary,2020,1115,485,630,129.9
Ghaziabad,Burglary,2021,214,1115,-901,-80.8
Ghaziabad,Burglary,2022,221,214,7,3.3
Ghaziabad,Burglary,2023,875,221,654,295.9
Ghaziabad,Crimes Against Children,2018,141,257,-116,-45.1
Ghaziabad,Crimes Against Children,2019,881,141,740,524.8
Ghaziabad,Crimes Against Children,2020,231,881,-650,-73.8
Ghaziabad,Crimes Against Children,2021,271,231,40,17.3
Ghaziabad,Crimes Against Children,2022,360,271,89,32.8
Ghaziabad,Crimes Against Children,2023,383,360,23,6.4
Ghaziabad,Crimes Against SCs,2018,98,106,-8,-7.5
Ghaziabad,Crimes Against SCs,2019,94,98,-4,-4.1
Ghaziabad,Crimes Against SCs,2020,58,94,-36,-38.3
Ghaziabad,Crimes Against SCs,2021,80,58,22,37.9
Ghaziabad,Crimes Against SCs,2022,134,80,54,67.5
Ghaziabad,Crimes Against SCs,2023,134,134,0,0.0
Ghaziabad,Crimes Against STs,2016,0,3,-3,-100.0
Ghaziabad,Crimes Against STs,2018,0,0,0,
Ghaziabad,Crimes Against STs,2019,0,0,0,
Ghaziabad,Crimes Against STs,2020,0,0,0,
Ghaziabad,Crimes Against STs,2021,0,0,0,
Ghaziabad,Crimes Against STs,2022,0,0,0,
Ghaziabad,Crimes Against STs,2023,0,0,0,
Ghaziabad,Crimes Against Women,2018,1538,1450,88,6.1
Ghaziabad,Crimes Against Women,2019,1346,1538,-192,-12.5
Ghaziabad,Crimes Against Women,2020,592,1346,-754,-56.0
Ghaziabad,Crimes Against Women,2021,1082,592,490,82.8
Ghaziabad,Crimes Against Women,2022,1597,1082,515,47.6
Ghaziabad,Crimes Against Women,2023,1686,1597,89,5.6
Ghaziabad,Cyber Crimes,2019,544,234,310,132.5
Ghaziabad,Cyber Crimes,2020,896,544,352,64.7
Ghaziabad,Cyber Crimes,2021,558,896,-338,-37.7
Ghaziabad,Cyber Crimes,2022,810,558,252,45.2
Ghaziabad,Cyber Crimes,2023,1097,810,287,35.4
Ghaziabad,Cybercrime,2015,1034,122,912,747.5
Ghaziabad,Cybercrime,2016,187,1034,-847,-81.9
Ghaziabad,Cybercrime,2017,1010,187,823,440.1
Ghaziabad,Cybercrime,2018,127,1010,-883,-87.4
Ghaziabad,Cybercrime,2019,1024,127,897,706.3
Ghaziabad,Cybercrime,2020,408,1024,-616,-60.2
Ghaziabad,Cybercrime,2021,326,408,-82,-20.1
Ghaziabad,Cybercrime,2022,1186,326,860,263.8
Ghaziabad,Cybercrime,2023,766,1186,-420,-35.4
Ghaziabad,Dowry Deaths,2015,882,269,613,227.9
Ghaziabad,Dowry Deaths,2016,99,882,-783,-88.8
Ghaziabad,Dowry Deaths,2017,863,99,764,771.7
Ghaziabad,Dowry Deaths,2018,1096,863,233,27.0
Ghaziabad,Dowry Deaths,2019,560,1096,-536,-48.9
Ghaziabad,Dowry Deaths,2020,88,560,-472,-84.3
Ghaziabad,Dowry Deaths,2021,807,88,719,817.0
Ghaziabad,Dowry Deaths,2022,220,807,-587,-72.7
Ghaziabad,Dowry Deaths,2023,885,220,665,302.3
Ghaziabad,Fraud,2015,1059,187,872,466.3
Ghaziabad,Fraud,2016,301,1059,-758,-71.6
Ghaziabad,Fraud,2017,654,301,353,117.3
Ghaziabad,Fraud,2018,1117,654,463,70.8
Ghaziabad,Fraud,2019,83,1117,-1034,-92.6
Ghaziabad,Fraud,2020,627,83,544,655.4
Ghaziabad,Fraud,2021,875,627,248,39.6
Ghaziabad,Fraud,2022,85,875,-790,-90.3
Ghaziabad,Fraud,2023,492,85,407,478.8
Ghaziabad,IPC Crimes,2018,15250,10939,4311,39.4
Ghaziabad,IPC Crimes,2019,12690,15250,-2560,-16.8
Ghaziabad,IPC Crimes,2020,11380,12690,-1310,-10.3
Ghaziabad,IPC Crimes,2021,18154,11380,6774,59.5
Ghaziabad,IPC Crimes,2022,14704,18154,-3450,-19.0
Ghaziabad,IPC Crimes,2023,14589,14704,-115,-0.8
Ghaziabad,Juvenile IPC,2019,0,0,0,
Ghaziabad,Juvenile IPC,2020,0,0,0,
Ghaziabad,Juvenile IPC,2021,0,0,0,
Ghaziabad,Juvenile IPC,2022,0,0,0,
Ghaziabad,Juvenile IPC,2023,0,0,0,
Ghaziabad,Juvenile SLL,2019,0,0,0,
Ghaziabad,Juvenile SLL,2020,0,0,0,
Ghaziabad,Juvenile SLL,2021,0,0,0,
Ghaziabad,Juvenile SLL,2022,0,0,0,
Ghaziabad,Juvenile SLL,2023,0,0,0,
Ghaziabad,Kidnapping,2015,650,324,326,100.6
Ghaziabad,Kidnapping,2016,930,650,280,43.1
Ghaziabad,Kidnapping,2017,237,930,-693,-74.5
Ghaziabad,Kidnapping,2018,375,237,138,58.2
Ghaziabad,Kidnapping,2019,811,375,436,116.3
Ghaziabad,Kidnapping,2020,1139,811,328,40.4
Ghaziabad,Kidnapping,2021,984,1139,-155,-13.6
Ghaziabad,Kidnapping,2022,353,984,-631,-64.1
Ghaziabad,Kidnapping,2023,325,353,-28,-7.9
Ghaziabad,Missing Persons,2019,0,0,0,
Ghaziabad,Missing Persons,2020,0,0,0,
Ghaziabad,Missing Persons,2021,442,0,442,inf
Ghaziabad,Missing Persons,2022,446,442,4,0.9
Ghaziabad,Missing Persons,2023,647,446,201,45.1
Ghaziabad,Murder,2015,537,837,-300,-35.8
Ghaziabad,Murder,2016,814,537,277,51.6
Ghaziabad,Murder,2017,627,814,-187,-23.0
Ghaziabad,Murder,2018,1031,627,404,64.4
Ghaziabad,Murder,2019,1010,1031,-21,-2.0
Ghaziabad,Murder,2020,43,1010,-967,-95.7
Ghaziabad,Murder,2021,615,43,572,1330.2
Ghaziabad,Murder,2022,809,615,194,31.5
Ghaziabad,Murder,2023,585,809,-224,-27.7
Ghaziabad,Rape,2015,382,632,-250,-39.6
Ghaziabad,Rape,2016,835,382,453,118.6
Ghaziabad,Rape,2017,811,835,-24,-2.9
Ghaziabad,Rape,2018,164,811,-647,-79.8
Ghaziabad,Rape,2019,600,164,436,265.9
Ghaziabad,Rape,2020,818,600,218,36.3
Ghaziabad,Rape,2021,943,818,125,15.3
Ghaziabad,Rape,2022,1097,943,154,16.3
Ghaziabad,Rape,2023,815,1097,-282,-25.7
Ghaziabad,Robbery,2015,148,1199,-1051,-87.7
Ghaziabad,Robbery,2016,416,148,268,181.1
Ghaziabad,Robbery,2017,426,416,10,2.4
Ghaziabad,Robbery,2018,537,426,111,26.1
Ghaziabad,Robbery,2019,383,537,-154,-28.7
Ghaziabad,Robbery,2020,619,383,236,61.6
Ghaziabad,Robbery,2021,597,619,-22,-3.6
Ghaziabad,Robbery,2022,573,597,-24,-4.0
Ghaziabad,Robbery,2023,1047,573,474,82.7
Ghaziabad,SLL Crimes,2018,6179,8119,-1940,-23.9
Ghaziabad,SLL Crimes,2019,7280,6179,1101,17.8
Ghaziabad,SLL Crimes,2020,7650,7280,370,5.1
Ghaziabad,SLL Crimes,2021,6614,7650,-1036,-13.5
Ghaziabad,SLL Crimes,2022,5252,6614,-1362,-20.6
Ghaziabad,SLL Crimes,2023,3245,5252,-2007,-38.2
Ghaziabad,Theft,2015,580,1160,-580,-50.0
Ghaziabad,Theft,2016,1121,580,541,93.3
Ghaziabad,Theft,2017,1181,1121,60,5.4
Ghaziabad,Theft,2018,613,1181,-568,-48.1
Ghaziabad,Theft,2019,189,613,-424,-69.2
Ghaziabad,Theft,2020,157,189,-32,-16.9
Ghaziabad,Theft,2021,504,157,347,221.0
Ghaziabad,Theft,2022,62,504,-442,-87.7
Ghaziabad,Theft,2023,574,62,512,825.8
Ghazipur,Crimes Against Children,2018,609,188,421,223.9
Ghazipur,Crimes Against Children,2019,361,609,-248,-40.7
Ghazipur,Crimes Against Children,2020,228,361,-133,-36.8
Ghazipur,Crimes Against Children,2021,337,228,109,47.8
Ghazipur,Crimes Against Children,2022,323,337,-14,-4.2
Ghazipur,Crimes Against Children,2023,575,323,252,78.0
Ghazipur,Crimes Against SCs,2018,224,161,63,39.1
Ghazipur,Crimes Against SCs,2019,162,224,-62,-27.7
Ghazipur,Crimes Against SCs,2020,252,162,90,55.6
Ghazipur,Crimes Against SCs,2021,195,252,-57,-22.6
Ghazipur,Crimes Against SCs,2022,249,195,54,27.7
Ghazipur,Crimes Against SCs,2023,188,249,-61,-24.5
Ghazipur,Crimes Against STs,2016,0,12,-12,-100.0
Ghazipur,Crimes Against STs,2018,0,0,0,
Ghazipur,Crimes Against STs,2019,0,0,0,
Ghazipur,Crimes Against STs,2020,0,0,0,
Ghazipur,Crimes Against STs,2021,0,0,0,
Ghazipur,Crimes Against STs,2022,0,0,0,
Ghazipur,Crimes Against STs,2023,0,0,0,
Ghazipur,Crimes Against Women,2018,745,445,300,67.4
Ghazipur,Crimes Against Women,2019,651,745,-94,-12.6
Ghazipur,Crimes Against Women,2020,696,651,45,6.9
Ghazipur,Crimes Against Women,2021,773,696,77,11.1
Ghazipur,Crimes Against Women,2022,840,773,67,8.7
Ghazipur,Crimes Against Women,2023,723,840,-117,-13.9
Ghazipur,Cyber Crimes,2019,71,52,19,36.5
Ghazipur,Cyber Crimes,2020,83,71,12,16.9
Ghazipur,Cyber Crimes,2021,73,83,-10,-12.0
Ghazipur,Cyber Crimes,2022,147,73,74,101.4
Ghazipur,Cyber Crimes,2023,91,147,-56,-38.1
Ghazipur,IPC Crimes,2018,3481,2414,1067,44.2
Ghazipur,IPC Crimes,2019,3144,3481,-337,-9.7
Ghazipur,IPC Crimes,2020,6415,3144,3271,104.0
Ghazipur,IPC Crimes,2021,5215,6415,-1200,-18.7
Ghazipur,IPC Crimes,2022,4779,5215,-436,-8.4
Ghazipur,IPC Crimes,2023,4329,4779,-450,-9.4
Ghazipur,Juvenile IPC,2019,75,0,75,inf
Ghazipur,Juvenile IPC,2020,177,75,102,136.0
Ghazipur,Juvenile IPC,2021,96,177,-81,-45.8
Ghazipur,Juvenile IPC,2022,113,96,17,17.7
Ghazipur,Juvenile IPC,2023,86,113,-27,-23.9
Ghazipur,Juvenile SLL,2019,7,0,7,inf
Ghazipur,Juvenile SLL,2020,27,7,20,285.7
Ghazipur,Juvenile SLL,2021,18,27,-9,-33.3
Ghazipur,Juvenile SLL,2022,24,18,6,33.3
Ghazipur,Juvenile SLL,2023,16,24,-8,-33.3
Ghazipur,Missing Persons,2019,0,0,0,
Ghazipur,Missing Persons,2020,0,0,0,
Ghazipur,Missing Persons,2021,26,0,26,inf
Ghazipur,Missing Persons,2022,427,26,401,1542.3
Ghazipur,Missing Persons,2023,179,427,-248,-58.1
Ghazipur,SLL Crimes,2018,1642,1089,553,50.8
Ghazipur,SLL Crimes,2019,1864,1642,222,13.5
Ghazipur,SLL Crimes,2020,1590,1864,-274,-14.7
Ghazipur,SLL Crimes,2021,1571,1590,-19,-1.2
Ghazipur,SLL Crimes,2022,1695,1571,124,7.9
Ghazipur,SLL Crimes,2023,5747,1695,4052,239.1
Gonda,Crimes Against Children,2018,159,181,-22,-12.2
Gonda,Crimes Against Children,2019,202,159,43,27.0
Gonda,Crimes Against Children,2020,189,202,-13,-6.4
Gonda,Crimes Against Children,2021,120,189,-69,-36.5
Gonda,Crimes Against Children,2022,303,120,183,152.5
Gonda,Crimes Against Children,2023,282,303,-21,-6.9
Gonda,Crimes Against SCs,2018,349,174,175,100.6
Gonda,Crimes Against SCs,2019,245,349,-104,-29.8
Gonda,Crimes Against SCs,2020,282,245,37,15.1
Gonda,Crimes Against SCs,2021,200,282,-82,-29.1
Gonda,Crimes Against SCs,2022,257,200,57,28.5
Gonda,Crimes Against SCs,2023,295,257,38,14.8
Gonda,Crimes Against STs,2016,0,0,0,
Gonda,Crimes Against STs,2018,0,0,0,
Gonda,Crimes Against STs,2019,0,0,0,
Gonda,Crimes Against STs,2020,0,0,0,
Gonda,Crimes Against STs,2021,0,0,0,
Gonda,Crimes Against STs,2022,0,0,0,
Gonda,Crimes Against STs,2023,0,0,0,
Gonda,Crimes Against Women,2018,466,616,-150,-24.4
Gonda,Crimes Against Women,2019,838,466,372,79.8
Gonda,Crimes Against Women,2020,602,838,-236,-28.2
Gonda,Crimes Against Women,2021,454,602,-148,-24.6
Gonda,Crimes Against Women,2022,852,454,398,87.7
Gonda,Crimes Against Women,2023,1016,852,164,19.2
Gonda,Cyber Crimes,2019,56,46,10,21.7
Gonda,Cyber Crimes,2020,56,56,0,0.0
Gonda,Cyber Crimes,2021,43,56,-13,-23.2
Gonda,Cyber Crimes,2022,85,43,42,97.7
Gonda,Cyber Crimes,2023,62,85,-23,-27.1
Gonda,IPC Crimes,2018,3017,2754,263,9.5
Gonda,IPC Crimes,2019,3012,3017,-5,-0.2
Gonda,IPC Crimes,2020,3049,3012,37,1.2
Gonda,IPC Crimes,2021,2657,3049,-392,-12.9
Gonda,IPC Crimes,2022,4943,2657,2286,86.0
Gonda,IPC Crimes,2023,6602,4943,1659,33.6
Gonda,Juvenile IPC,2019,0,0,0,
Gonda,Juvenile IPC,2020,0,0,0,
Gonda,Juvenile IPC,2021,0,0,0,
Gonda,Juvenile IPC,2022,0,0,0,
Gonda,Juvenile IPC,2023,47,0,47,inf
Gonda,Juvenile SLL,2019,0,0,0,
Gonda,Juvenile SLL,2020,0,0,0,
Gonda,Juvenile SLL,2021,0,0,0,
Gonda,Juvenile SLL,2022,0,0,0,
Gonda,Juvenile SLL,2023,8,0,8,inf
Gonda,Missing Persons,2019,0,0,0,
Gonda,Missing Persons,2020,0,0,0,
Gonda,Missing Persons,2021,111,0,111,inf
Gonda,Missing Persons,2022,111,111,0,0.0
Gonda,Missing Persons,2023,327,111,216,194.6
Gonda,SLL Crimes,2018,2117,2231,-114,-5.1
Gonda,SLL Crimes,2019,3899,2117,1782,84.2
Gonda,SLL Crimes,2020,4642,3899,743,19.1
Gonda,SLL Crimes,2021,3957,4642,-685,-14.8
Gonda,SLL Crimes,2022,4853,3957,896,22.6
Gonda,SLL Crimes,2023,4062,4853,-791,-16.3
Gorakhpur,Assault,2015,908,1068,-160,-15.0
Gorakhpur,Assault,2016,1014,908,106,11.7
Gorakhpur,Assault,2017,1066,1014,52,5.1
Gorakhpur,Assault,2018,206,1066,-860,-80.7
Gorakhpur,Assault,2019,352,206,146,70.9
Gorakhpur,Assault,2020,53,352,-299,-84.9
Gorakhpur,Assault,2021,472,53,419,790.6
Gorakhpur,Assault,2022,461,472,-11,-2.3
Gorakhpur,Assault,2023,1103,461,642,139.3
Gorakhpur,Burglary,2015,481,149,332,222.8
Gorakhpur,Burglary,2016,990,481,509,105.8
Gorakhpur,Burglary,2017,383,990,-607,-61.3
Gorakhpur,Burglary,2018,55,383,-328,-85.6
Gorakhpur,Burglary,2019,334,55,279,507.3
Gorakhpur,Burglary,2020,267,334,-67,-20.1
Gorakhpur,Burglary,2021,534,267,267,100.0
Gorakhpur,Burglary,2022,530,534,-4,-0.7
Gorakhpur,Burglary,2023,315,530,-215,-40.6
Gorakhpur,Crimes Against Children,2018,415,299,116,38.8
Gorakhpur,Crimes Against Children,2019,234,415,-181,-43.6
Gorakhpur,Crimes Against Children,2020,16,234,-218,-93.2
Gorakhpur,Crimes Against Children,2021,501,16,485,3031.2
Gorakhpur,Crimes Against Children,2022,733,501,232,46.3
Gorakhpur,Crimes Against Children,2023,514,733,-219,-29.9
Gorakhpur,Crimes Against SCs,2018,324,315,9,2.9
Gorakhpur,Crimes Against SCs,2019,283,324,-41,-12.7
Gorakhpur,Crimes Against SCs,2020,316,283,33,11.7
Gorakhpur,Crimes Against SCs,2021,286,316,-30,-9.5
Gorakhpur,Crimes Against SCs,2022,428,286,142,49.7
Gorakhpur,Crimes Against SCs,2023,465,428,37,8.6
Gorakhpur,Crimes Against STs,2016,0,3,-3,-100.0
Gorakhpur,Crimes Against STs,2018,0,0,0,
Gorakhpur,Crimes Against STs,2019,0,0,0,
Gorakhpur,Crimes Against STs,2020,0,0,0,
Gorakhpur,Crimes Against STs,2021,0,0,0,
Gorakhpur,Crimes Against STs,2022,0,0,0,
Gorakhpur,Crimes Against STs,2023,0,0,0,
Gorakhpur,Crimes Against Women,2018,1687,1192,495,41.5
Gorakhpur,Crimes Against Women,2019,1440,1687,-247,-14.6
Gorakhpur,Crimes Against Women,2020,896,1440,-544,-37.8
Gorakhpur,Crimes Against Women,2021,1805,896,909,101.5
Gorakhpur,Crimes Against Women,2022,1579,1805,-226,-12.5
Gorakhpur,Crimes Against Women,2023,2597,1579,1018,64.5
Gorakhpur,Cyber Crimes,2019,576,312,264,84.6
Gorakhpur,Cyber Crimes,2020,203,576,-373,-64.8
Gorakhpur,Cyber Crimes,2021,169,203,-34,-16.7
Gorakhpur,Cyber Crimes,2022,222,169,53,31.4
Gorakhpur,Cyber Crimes,2023,230,222,8,3.6
Gorakhpur,Cybercrime,2015,73,465,-392,-84.3
Gorakhpur,Cybercrime,2016,736,73,663,908.2
Gorakhpur,Cybercrime,2017,256,736,-480,-65.2
Gorakhpur,Cybercrime,2018,911,256,655,255.9
Gorakhpur,Cybercrime,2019,156,911,-755,-82.9
Gorakhpur,Cybercrime,2020,1021,156,865,554.5
Gorakhpur,Cybercrime,2021,517,1021,-504,-49.4
Gorakhpur,Cybercrime,2022,438,517,-79,-15.3
Gorakhpur,Cybercrime,2023,998,438,560,127.9
Gorakhpur,Dowry Deaths,2015,264,1019,-755,-74.1
Gorakhpur,Dowry Deaths,2016,786,264,522,197.7
Gorakhpur,Dowry Deaths,2017,1050,786,264,33.6
Gorakhpur,Dowry Deaths,2018,535,1050,-515,-49.0
Gorakhpur,Dowry Deaths,2019,1041,535,506,94.6
Gorakhpur,Dowry Deaths,2020,54,1041,-987,-94.8
Gorakhpur,Dowry Deaths,2021,370,54,316,585.2
Gorakhpur,Dowry Deaths,2022,864,370,494,133.5
Gorakhpur,Dowry Deaths,2023,28,864,-836,-96.8
Gorakhpur,Fraud,2015,715,612,103,16.8
Gorakhpur,Fraud,2016,724,715,9,1.3
Gorakhpur,Fraud,2017,408,724,-316,-43.6
Gorakhpur,Fraud,2018,676,408,268,65.7
Gorakhpur,Fraud,2019,934,676,258,38.2
Gorakhpur,Fraud,2020,689,934,-245,-26.2
Gorakhpur,Fraud,2021,1028,689,339,49.2
Gorakhpur,Fraud,2022,927,1028,-101,-9.8
Gorakhpur,Fraud,2023,618,927,-309,-33.3
Gorakhpur,IPC Crimes,2018,7847,6409,1438,22.4
Gorakhpur,IPC Crimes,2019,7187,7847,-660,-8.4
Gorakhpur,IPC Crimes,2020,10745,7187,3558,49.5
Gorakhpur,IPC Crimes,2021,7209,10745,-3536,-32.9
Gorakhpur,IPC Crimes,2022,12042,7209,4833,67.0
Gorakhpur,IPC Crimes,2023,15877,12042,3835,31.8
Gorakhpur,Juvenile IPC,2019,0,0,0,
Gorakhpur,Juvenile IPC,2020,0,0,0,
Gorakhpur,Juvenile IPC,2021,0,0,0,
Gorakhpur,Juvenile IPC,2022,0,0,0,
Gorakhpur,Juvenile IPC,2023,0,0,0,
Gorakhpur,Juvenile SLL,2019,0,0,0,
Gorakhpur,Juvenile SLL,2020,0,0,0,
Gorakhpur,Juvenile SLL,2021,0,0,0,
Gorakhpur,Juvenile SLL,2022,0,0,0,
Gorakhpur,Juvenile SLL,2023,0,0,0,
Gorakhpur,Kidnapping,2015,107,221,-114,-51.6
Gorakhpur,Kidnapping,2016,724,107,617,576.6
Gorakhpur,Kidnapping,2017,1173,724,449,62.0
Gorakhpur,Kidnapping,2018,1121,1173,-52,-4.4
Gorakhpur,Kidnapping,2019,511,1121,-610,-54.4
Gorakhpur,Kidnapping,2020,757,511,246,48.1
Gorakhpur,Kidnapping,2021,126,757,-631,-83.4
Gorakhpur,Kidnapping,2022,293,126,167,132.5
Gorakhpur,Kidnapping,2023,836,293,543,185.3
Gorakhpur,Missing Persons,2019,0,0,0,
Gorakhpur,Missing Persons,2020,0,0,0,
Gorakhpur,Missing Persons,2021,0,0,0,
Gorakhpur,Missing Persons,2022,272,0,272,inf
Gorakhpur,Missing Persons,2023,0,272,-272,-100.0
Gorakhpur,Murder,2015,719,571,148,25.9
Gorakhpur,Murder,2016,157,719,-562,-78.2
Gorakhpur,Murder,2017,108,157,-49,-31.2
Gorakhpur,Murder,2018,624,108,516,477.8
Gorakhpur,Murder,2019,875,624,251,40.2
Gorakhpur,Murder,2020,615,875,-260,-29.7
Gorakhpur,Murder,2021,691,615,76,12.4
Gorakhpur,Murder,2022,1189,691,498,72.1
Gorakhpur,Murder,2023,282,1189,-907,-76.3
Gorakhpur,Rape,2015,454,891,-437,-49.0
Gorakhpur,Rape,2016,85,454,-369,-81.3
Gorakhpur,Rape,2017,1164,85,1079,1269.4
Gorakhpur,Rape,2018,456,1164,-708,-60.8
Gorakhpur,Rape,2019,962,456,506,111.0
Gorakhpur,Rape,2020,1006,962,44,4.6
Gorakhpur,Rape,2021,241,1006,-765,-76.0
Gorakhpur,Rape,2022,854,241,613,254.4
Gorakhpur,Rape,2023,974,854,120,14.1
Gorakhpur,Robbery,2015,372,497,-125,-25.2
Gorakhpur,Robbery,2016,950,372,578,155.4
Gorakhpur,Robbery,2017,647,950,-303,-31.9
Gorakhpur,Robbery,2018,837,647,190,29.4
Gorakhpur,Robbery,2019,116,837,-721,-86.1
Gorakhpur,Robbery,2020,775,116,659,568.1
Gorakhpur,Robbery,2021,84,775,-691,-89.2
Gorakhpur,Robbery,2022,382,84,298,354.8
Gorakhpur,Robbery,2023,1011,382,629,164.7
Gorakhpur,SLL Crimes,2018,4616,4342,274,6.3
Gorakhpur,SLL Crimes,2019,4426,4616,-190,-4.1
Gorakhpur,SLL Crimes,2020,13100,4426,8674,196.0
Gorakhpur,SLL Crimes,2021,3540,13100,-9560,-73.0
Gorakhpur,SLL Crimes,2022,3081,3540,-459,-13.0
Gorakhpur,SLL Crimes,2023,4851,3081,1770,57.4
Gorakhpur,Theft,2015,843,315,528,167.6
Gorakhpur,Theft,2016,299,843,-544,-64.5
Gorakhpur,Theft,2017,1029,299,730,244.1
Gorakhpur,Theft,2018,808,1029,-221,-21.5
Gorakhpur,Theft,2019,136,808,-672,-83.2
Gorakhpur,Theft,2020,1026,136,890,654.4
Gorakhpur,Theft,2021,951,1026,-75,-7.3
Gorakhpur,Theft,2022,151,951,-800,-84.1
Gorakhpur,Theft,2023,335,151,184,121.9
Hamirpur,Crimes Against Children,2018,195,185,10,5.4
Hamirpur,Crimes Against Children,2019,140,195,-55,-28.2
Hamirpur,Crimes Against Children,2020,165,140,25,17.9
Hamirpur,Crimes Against Children,2021,166,165,1,0.6
Hamirpur,Crimes Against Children,2022,138,166,-28,-16.9
Hamirpur,Crimes Against Children,2023,146,138,8,5.8
Hamirpur,Crimes Against SCs,2018,139,94,45,47.9
Hamirpur,Crimes Against SCs,2019,137,139,-2,-1.4
Hamirpur,Crimes Against SCs,2020,142,137,5,3.6
